#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
LOC113256454	LOC113256454	Not DIU	0.36904	YES	1	230.29	222.37	200.23
LOC113256496	LOC113256496	Not DIU	0.61936	NO		183.64	202.42	175.7
LOC113256764	LOC113256764	Not DIU	0.11404	NO		219.24	190.26	167.26
LOC113256785	LOC113256785	Not DIU	0.77267	NO		231.24	197.37	113.87
LOC113256790	LOC113256790	Not DIU	0.34763	YES	2,3	58.76	48.3	53.52
LOC113256804	LOC113256804	Not DIU	0.85158	NO		67.17	75.57	127.8
LOC113256813	LOC113256813	Not DIU	0.79839	YES	2	167.82	118.24	146.98
LOC113256842	LOC113256842	Not DIU	0.24086	NO		1765.92	989.63	802.31
LOC113256935	LOC113256935	Not DIU	0.097058	YES	1	263.16	192.72	199.96
LOC113257049	LOC113257049	Not DIU	0.44563	YES	2	124.72	383.32	405.14
LOC113257115	LOC113257115	DIU	1.5111E-4	NO		99.56	109.9	108.41
LOC113257132	LOC113257132	Not DIU	0.18991	NO		213.47	174.17	179.14
LOC113257214	LOC113257214	DIU	0.018935	YES	1	13.97	30.51	58.84
LOC113257261	LOC113257261	Not DIU	0.85809	NO		16.05	27.26	50.19
LOC113257289	LOC113257289	Not DIU	0.96035	NO		306.3	274.9	336.75
LOC113257535	LOC113257535	Not DIU	0.63972	NO		16.6	35.14	32.25
LOC113257633	LOC113257633	Not DIU	0.07098	NO		145.59	159.51	117.29
LOC113257657	LOC113257657	Not DIU	0.73786	NO		4246.22	2486.94	5585.33
LOC113257689	LOC113257689	Not DIU	0.9146	NO		73.41	69.41	71.53
LOC113257758	LOC113257758	Not DIU	0.27525	NO		146.18	165.29	166.52
LOC113257773	LOC113257773	Not DIU	0.4942	NO		355.74	373.0	366.79
LOC113257777_MED21	LOC113257777_MED21	DIU	3.7259E-5	NO		267.12	191.01	167.37
LOC113257800	LOC113257800	Not DIU	0.42745	NO		58.11	57.84	61.78
LOC113257828	LOC113257828	Not DIU	0.54482	NO		157.35	214.3	259.15
LOC113257856	LOC113257856	DIU	2.5321E-8	YES	2,3	257.45	127.46	119.61
LOC113257916	LOC113257916	Not DIU	0.72304	NO		140.12	214.65	100.25
LOC113257917	LOC113257917	Not DIU	0.07237	NO		614.25	579.12	237.15
LOC113257933_NECAP1	LOC113257933_NECAP1	Not DIU	0.10745	NO		162.11	157.43	192.64
LOC113258015	LOC113258015	DIU	9.9262E-12	NO		851.03	737.05	452.46
LOC113258025	LOC113258025	DIU	0.0014078	NO		180.7	159.07	52.45
LOC113258058	LOC113258058	Not DIU	0.33926	YES	3	191.37	206.4	225.83
LOC113258413	LOC113258413	Not DIU	0.57808	NO		34.71	36.2	30.34
LOC113258426	LOC113258426	Not DIU	0.13025	NO		184.85	200.71	199.9
LOC113258460	LOC113258460	DIU	9.5636E-4	NO		35.94	39.09	45.11
LOC113258503	LOC113258503	Not DIU	0.6113	NO		25.98	46.53	93.65
LOC113258505	LOC113258505	Not DIU	0.69001	YES	1	14.73	17.82	38.97
LOC113258529	LOC113258529	DIU	0.026144	NO		458.18	421.8	448.64
LOC113258537	LOC113258537	DIU	0.0017467	NO		566.65	382.81	287.96
LOC113258542	LOC113258542	DIU	0.035242	YES	1	1479.8	1587.51	1647.4
LOC113258594	LOC113258594	Not DIU	0.3087	NO		185.96	179.16	241.97
LOC113258595	LOC113258595	Not DIU	0.57916	NO		56.38	55.69	68.03
LOC113258705	LOC113258705	Not DIU	0.23487	NO		51.69	36.49	35.48
LOC113258763	LOC113258763	Not DIU	0.28667	NO		245.84	242.8	287.8
LOC113258944	LOC113258944	DIU	0.0043624	NO		419.24	333.98	367.31
LOC113258946	LOC113258946	DIU	2.5974E-4	YES	3	114.77	119.8	200.98
LOC113258951	LOC113258951	Not DIU	0.47532	NO		293.27	332.02	293.57
LOC113258957	LOC113258957	Not DIU	0.71923	NO		67.92	77.82	61.84
LOC113258981	LOC113258981	Not DIU	0.43061	YES	3	35.67	36.72	22.64
LOC113259124	LOC113259124	Not DIU	0.12521	YES	2,3	62.31	54.18	61.8
LOC113259178	LOC113259178	Not DIU	0.4863	NO		95.34	108.82	99.32
LOC113259202	LOC113259202	Not DIU	0.68422	NO		93.17	74.81	55.24
LOC113259208	LOC113259208	Not DIU	0.078954	YES	2,3	25.47	25.45	31.97
LOC113259254	LOC113259254	DIU	0.0088764	NO		208.78	132.85	196.77
LOC113259427	LOC113259427	Not DIU	0.16602	NO		168.01	193.78	117.18
LOC113259452	LOC113259452	Not DIU	0.97729	NO		116.2	138.85	106.35
LOC113259704	LOC113259704	Not DIU	0.55759	YES	2	42.85	34.25	41.96
LOC113259832_TAF1D	LOC113259832_TAF1D	Not DIU	0.060377	YES	2,3	403.95	370.37	293.31
LOC113259872	LOC113259872	Not DIU	0.75528	NO		41.16	44.95	61.83
LOC113259883	LOC113259883	Not DIU	0.7967	NO		108.76	105.74	96.23
LOC113259918	LOC113259918	Not DIU	0.35825	YES	1,2	17.66	22.25	28.97
LOC113260029	LOC113260029	Not DIU	0.58096	NO		109.94	112.11	26.27
LOC113260058	LOC113260058	Not DIU	0.8669	NO		100.58	160.58	231.31
LOC113260086	LOC113260086	Not DIU	0.068161	YES	2	11.12	17.2	29.78
LOC113260099	LOC113260099	Not DIU	0.88865	NO		392.45	442.62	487.93
LOC113260124	LOC113260124	Not DIU	0.18957	NO		248.35	202.07	280.43
LOC113260129	LOC113260129	Not DIU	0.052206	NO		68.6	74.71	95.96
LOC113260144	LOC113260144	Not DIU	0.12357	YES	3	37.94	22.08	26.32
LOC113260298	LOC113260298	DIU	0.014369	NO		33.94	39.79	56.86
LOC113260329	LOC113260329	Not DIU	0.99184	NO		696.42	801.92	442.84
LOC113260350	LOC113260350	Not DIU	0.26139	NO		43.17	49.14	33.5
LOC113260369	LOC113260369	DIU	1.4547E-7	NO		139.36	96.91	97.92
LOC113260385	LOC113260385	Not DIU	0.70304	NO		20.93	29.3	32.42
LOC113260388	LOC113260388	Not DIU	0.90836	NO		196.14	381.86	319.99
LOC113260472	LOC113260472	Not DIU	0.87508	NO		49.59	57.28	85.14
LOC113260556	LOC113260556	Not DIU	0.49022	NO		60.89	66.69	84.32
LOC113260579	LOC113260579	DIU	2.6023E-4	NO		288.79	365.56	263.83
LOC113260580	LOC113260580	Not DIU	0.66143	NO		39.96	47.44	54.94
LOC113260612	LOC113260612	DIU	1.7418E-5	YES	2,3	122.38	57.97	42.22
LOC113260622	LOC113260622	Not DIU	0.87479	NO		67.76	72.77	85.0
LOC113260739	LOC113260739	Not DIU	0.52978	YES	2,3	36.99	38.47	53.14
LOC113260800	LOC113260800	Not DIU	0.50327	NO		79.2	83.86	34.78
LOC113260802	LOC113260802	Not DIU	0.58649	YES	2,3	45.73	52.95	78.92
LOC113260853	LOC113260853	Not DIU	0.64914	NO		52.34	55.35	58.52
LOC113260883	LOC113260883	Not DIU	0.49746	YES	3	13.41	26.45	21.19
LOC113260926	LOC113260926	Not DIU	0.88758	YES	3	78.6	71.15	36.58
LOC113261047	LOC113261047	DIU	0.014625	NO		1700.3	1942.62	1236.06
LOC113261052	LOC113261052	Not DIU	0.73377	NO		32.07	34.75	46.05
LOC113261053	LOC113261053	Not DIU	0.65917	NO		254.18	280.13	206.36
LOC113261057	LOC113261057	Not DIU	0.84569	NO		94.69	93.57	85.73
LOC113261110_TMEM30A	LOC113261110_TMEM30A	Not DIU	0.31026	NO		675.77	570.48	452.58
LOC113261114	LOC113261114	Not DIU	0.26452	YES	1,3	81.29	88.19	74.45
LOC113261125	LOC113261125	DIU	0.0015002	NO		254.99	264.47	244.05
LOC113261144	LOC113261144	Not DIU	0.87119	YES	1	132.17	282.58	188.61
LOC113261144_LOC113261146	LOC113261144_LOC113261146	Not DIU	0.79491	YES	3	70.31	53.34	23.73
LOC113261187	LOC113261187	Not DIU	0.68665	NO		73.34	113.44	129.15
LOC113261234	LOC113261234	Not DIU	0.072496	NO		355.98	317.03	238.12
LOC113261335	LOC113261335	Not DIU	0.16219	NO		242.77	242.61	255.71
LOC113261514	LOC113261514	Not DIU	0.99461	NO		46.65	60.18	104.05
LOC113261527	LOC113261527	DIU	0.01768	NO		44.07	62.35	60.07
LOC113261534	LOC113261534	DIU	0.011964	NO		210.09	220.03	207.38
LOC113261535	LOC113261535	Not DIU	0.36106	YES	1	138.22	154.03	185.92
LOC113261538	LOC113261538	Not DIU	0.9154	NO		74.72	87.64	76.36
LOC113261539	LOC113261539	Not DIU	0.74262	NO		23.2	31.39	36.62
LOC113261559	LOC113261559	Not DIU	0.96145	YES	2	40.75	51.81	55.59
LOC113261567	LOC113261567	Not DIU	0.86945	NO		306.25	306.55	307.81
LOC113261568	LOC113261568	Not DIU	0.063291	YES	1	195.75	246.56	264.83
LOC113261570	LOC113261570	Not DIU	0.55553	NO		101.37	88.82	107.71
LOC113261605	LOC113261605	Not DIU	0.77488	NO		231.11	238.64	238.3
LOC113261630	LOC113261630	DIU	1.6058E-5	YES	1,3	18.78	33.45	32.25
LOC113261698	LOC113261698	DIU	7.1684E-6	YES	3	833.58	438.1	268.14
LOC113261708	LOC113261708	Not DIU	0.56501	YES	3	66.91	59.86	52.26
LOC113261709	LOC113261709	Not DIU	0.61579	YES	2	32.09	33.1	11.62
LOC113261710	LOC113261710	Not DIU	0.41885	NO		72.6	82.77	99.65
LOC113261711	LOC113261711	Not DIU	0.26753	NO		55.3	77.31	81.25
LOC113261740	LOC113261740	Not DIU	0.82924	NO		206.49	210.42	43.89
LOC113261754	LOC113261754	DIU	0.02973	NO		522.26	532.77	448.36
LOC113261775	LOC113261775	Not DIU	0.41867	NO		26.95	38.75	46.69
LOC113261800	LOC113261800	Not DIU	0.77091	NO		52.06	50.17	55.28
LOC113261824	LOC113261824	Not DIU	0.89098	NO		1366.41	1482.43	1644.76
LOC113261837	LOC113261837	Not DIU	0.55567	YES	1,3	318.49	277.52	336.17
LOC113262000	LOC113262000	Not DIU	0.060543	NO		53.4	82.47	155.07
LOC113262096	LOC113262096	DIU	0.0023696	NO		175.69	178.36	103.54
LOC113262109	LOC113262109	Not DIU	0.4013	NO		106.93	91.79	60.4
LOC113262122	LOC113262122	Not DIU	0.77745	NO		14.87	20.7	78.86
LOC113262128	LOC113262128	Not DIU	0.76533	NO		83.43	86.34	70.78
LOC113262154_ASAH1	LOC113262154_ASAH1	Not DIU	0.44055	NO		478.3	410.74	394.77
LOC113262163	LOC113262163	Not DIU	0.44282	NO		42.78	61.12	109.07
LOC113262177	LOC113262177	Not DIU	0.4936	YES	1	427.72	387.4	333.02
LOC113262177_DLC1	LOC113262177_DLC1	DIU	0.02773	YES	3	1459.36	1744.32	1970.16
LOC113262191	LOC113262191	Not DIU	0.43047	YES	3	67.78	57.48	87.06
LOC113262216	LOC113262216	DIU	5.8775E-8	NO		470.6	438.73	519.11
LOC113262217	LOC113262217	Not DIU	0.98931	NO		142.7	98.92	112.96
LOC113262221	LOC113262221	DIU	0.0063554	YES	2	248.39	301.84	296.37
LOC113262222	LOC113262222	Not DIU	0.19223	YES	1	516.59	470.98	584.43
LOC113262256	LOC113262256	Not DIU	0.97295	NO		309.49	356.64	372.38
LOC113262286	LOC113262286	DIU	0.0016559	NO		1116.52	1118.4	844.79
LOC113262403	LOC113262403	Not DIU	0.31905	YES	1	49.87	75.29	47.01
LOC113262487	LOC113262487	Not DIU	0.64914	NO		68.67	74.26	97.56
LOC113262489	LOC113262489	Not DIU	0.66097	NO		48.58	70.45	67.88
LOC113262557	LOC113262557	Not DIU	0.1577	NO		53.81	48.29	19.15
LOC113262593	LOC113262593	DIU	0.015084	YES	1,2,3	102.38	157.56	139.39
LOC113262635	LOC113262635	Not DIU	0.14206	NO		653.77	916.67	1001.72
LOC113262695	LOC113262695	DIU	6.2182E-4	NO		751.82	815.05	656.99
LOC113262752	LOC113262752	Not DIU	0.11711	YES	1,2	53.41	57.43	57.57
LOC113262782	LOC113262782	Not DIU	0.15333	NO		90.21	85.01	51.84
LOC113262783	LOC113262783	Not DIU	0.62688	NO		256.78	227.65	271.12
LOC113262796	LOC113262796	Not DIU	0.69126	NO		155.4	176.75	210.62
LOC113262811	LOC113262811	Not DIU	0.1619	NO		361.3	357.56	394.33
LOC113262832	LOC113262832	Not DIU	0.17386	NO		633.84	420.89	484.5
LOC113262868	LOC113262868	Not DIU	0.75367	NO		170.12	212.91	163.76
LOC113262879	LOC113262879	Not DIU	0.18483	NO		212.56	188.36	145.79
LOC113262953	LOC113262953	Not DIU	0.45466	NO		207.96	179.78	163.32
LOC113263090	LOC113263090	Not DIU	0.45405	NO		283.42	290.47	224.41
LOC113263097	LOC113263097	Not DIU	0.46645	YES	2,3	10.16	12.73	25.03
LOC113263109	LOC113263109	Not DIU	0.30127	NO		13.03	72.64	48.18
LOC113263118	LOC113263118	Not DIU	0.41967	NO		2985.4	1407.53	124.58
LOC113263174	LOC113263174	Not DIU	0.25094	NO		159.95	188.99	189.7
LOC113263209	LOC113263209	Not DIU	0.8584	NO		315.05	278.66	244.71
LOC113263250	LOC113263250	Not DIU	0.61687	NO		70.15	108.52	99.32
LOC113263281	LOC113263281	Not DIU	0.35998	NO		27.97	34.37	27.41
LOC113263286	LOC113263286	Not DIU	0.64955	NO		292.5	291.53	428.05
LOC113263287	LOC113263287	DIU	6.2182E-4	NO		232.71	262.78	445.31
LOC113263384	LOC113263384	Not DIU	0.46266	NO		307.62	221.49	147.83
LOC113263390	LOC113263390	Not DIU	0.21469	YES	2	76.31	127.12	124.99
LOC113263475	LOC113263475	Not DIU	0.20449	NO		40.56	35.26	35.66
LOC113263501	LOC113263501	Not DIU	0.25079	YES	2	58.2	57.64	66.93
LOC113263597	LOC113263597	Not DIU	0.66189	NO		326.81	335.6	264.09
LOC113263652	LOC113263652	Not DIU	0.78401	NO		40.47	40.98	48.8
LOC113263654	LOC113263654	Not DIU	0.94155	NO		238.53	266.36	220.15
LOC113263699	LOC113263699	Not DIU	0.36389	YES	3	718.3	866.58	650.28
LOC113263700	LOC113263700	Not DIU	0.2442	YES	3	607.98	600.59	694.0
LOC113263732	LOC113263732	DIU	1.0967E-5	NO		158.79	245.78	391.4
LOC113263747	LOC113263747	Not DIU	0.16027	NO		73.85	67.44	77.81
LOC113263781	LOC113263781	DIU	3.9621E-6	YES	1	57.09	71.8	53.99
LOC113263782	LOC113263782	Not DIU	0.66435	NO		250.36	92.39	37.58
LOC113263785	LOC113263785	DIU	3.3442E-5	YES	2,3	288.57	205.78	239.74
LOC113263917	LOC113263917	Not DIU	0.5328	NO		62.71	69.26	81.65
LOC113263922	LOC113263922	Not DIU	0.51049	NO		49.99	38.51	34.76
LOC113263985	LOC113263985	Not DIU	0.90613	NO		57.4	47.89	114.63
LOC113264006_MRPL22	LOC113264006_MRPL22	Not DIU	0.24493	YES	2,3	19.01	19.48	47.74
LOC113264036_RNF145	LOC113264036_RNF145	Not DIU	0.21684	NO		159.75	144.92	126.29
LOC113264112	LOC113264112	DIU	0.026609	YES	2	22.13	24.76	20.95
LOC113264260	LOC113264260	Not DIU	0.88656	NO		34.83	24.08	33.91
LOC113264264	LOC113264264	DIU	1.0637E-9	YES	3	223.09	108.24	41.63
LOC113264266	LOC113264266	DIU	9.6357E-8	NO		857.16	908.59	860.06
LOC113264274	LOC113264274	DIU	4.5102E-8	YES	1	447.46	257.27	276.6
LOC113264282	LOC113264282	DIU	0.014807	YES	1,2	351.7	255.46	244.8
LOC113264303	LOC113264303	Not DIU	0.74735	NO		36.63	65.69	66.74
LOC113264304	LOC113264304	Not DIU	0.19407	NO		202.24	205.72	230.23
LOC113264305	LOC113264305	Not DIU	0.74188	NO		136.68	186.6	198.16
LOC113264312	LOC113264312	Not DIU	0.79784	NO		27.87	35.17	53.06
LOC113264370	LOC113264370	Not DIU	0.83735	NO		171.4	209.84	258.02
LOC113264370_RPP21	LOC113264370_RPP21	Not DIU	0.17974	NO		83.19	99.32	61.84
LOC113264440	LOC113264440	Not DIU	0.52978	NO		58.01	61.28	76.49
LOC113264443	LOC113264443	DIU	1.7876E-7	NO		1089.5	856.37	733.25
LOC113264445_LOC113264443	LOC113264445_LOC113264443	Not DIU	0.10922	NO		77.2	84.07	105.3
LOC113264464_LOC113264465	LOC113264464_LOC113264465	Not DIU	0.69694	YES	1	29.7	29.31	46.36
LOC113264465	LOC113264465	DIU	0.028734	NO		385.4	288.22	219.26
LOC113264493	LOC113264493	Not DIU	0.8263	NO		326.24	420.2	397.51
LOC113264525	LOC113264525	Not DIU	0.25911	YES	2	16.19	46.9	43.38
LOC113264649	LOC113264649	Not DIU	0.8203	NO		45.61	48.95	62.53
LOC113264719	LOC113264719	Not DIU	0.22226	NO		240.36	543.98	330.23
LOC113264728	LOC113264728	Not DIU	0.26136	NO		34.79	38.38	49.48
LOC113264906	LOC113264906	Not DIU	0.24757	YES	3	408.7	422.44	506.6
LOC113264918	LOC113264918	Not DIU	0.19169	YES	2	118.22	135.65	108.36
LOC113264918_LOC113264947	LOC113264918_LOC113264947	Not DIU	0.098857	YES	3	267.33	252.12	333.14
LOC113264927	LOC113264927	DIU	0.004258	YES	3	1670.3	1559.5	1363.97
LOC113265056	LOC113265056	DIU	0.015175	NO		74.22	104.96	80.54
LOC113265073	LOC113265073	Not DIU	0.83685	YES	2	64.28	61.08	60.2
LOC113265231	LOC113265231	Not DIU	0.91151	NO		78.01	85.3	172.07
LOC113265233	LOC113265233	DIU	3.8962E-19	NO		4291.53	4517.21	4485.52
LOC113265291	LOC113265291	DIU	0.0010001	NO		508.69	440.77	362.06
LOC113265295	LOC113265295	Not DIU	0.27988	NO		579.47	870.37	566.41
LOC113265298	LOC113265298	Not DIU	0.10222	NO		369.82	528.68	587.31
LOC113265314	LOC113265314	Not DIU	0.9866	NO		239.55	246.01	251.36
LOC113265383	LOC113265383	Not DIU	0.36323	NO		60.73	47.09	65.46
LOC113265424	LOC113265424	DIU	8.7668E-7	NO		1391.1	1351.31	1102.47
LOC113265466	LOC113265466	Not DIU	0.17386	YES	1	35.19	24.22	12.62
LOC113265479	LOC113265479	Not DIU	0.42543	NO		219.36	164.51	124.45
LOC113265494	LOC113265494	Not DIU	0.31995	YES	2,3	108.51	26.87	3.72
LOC113265643	LOC113265643	Not DIU	0.93026	NO		295.81	130.26	99.09
LOC113265650	LOC113265650	Not DIU	0.67564	YES	3	185.0	160.63	121.05
LOC113265899	LOC113265899	DIU	2.6067E-9	NO		2860.05	1835.31	1188.12
LOC113265994	LOC113265994	Not DIU	0.71205	NO		759.07	1122.39	1067.25
LOC113266127	LOC113266127	Not DIU	0.27237	NO		96.08	80.54	48.66
LOC113266303	LOC113266303	Not DIU	0.31536	YES	3	16.69	24.08	49.8
LOC113266349	LOC113266349	Not DIU	0.59775	NO		217.82	238.01	302.89
LOC113266367	LOC113266367	Not DIU	0.72092	NO		244.53	276.53	326.43
LOC113266598	LOC113266598	DIU	0.012009	YES	3	53.28	46.99	72.68
LOC113266764	LOC113266764	Not DIU	0.12226	YES	1	49.71	33.37	50.38
LOC113266824	LOC113266824	Not DIU	0.90443	NO		18.07	21.0	25.05
LOC113266825	LOC113266825	DIU	0.0013205	NO		1592.2	1821.56	2429.8
LOC113266848	LOC113266848	Not DIU	0.054728	YES	1,2	21.36	32.16	49.19
LOC113266898_RILPL2	LOC113266898_RILPL2	Not DIU	0.50904	YES	1	86.56	80.11	102.45
LOC113266934	LOC113266934	Not DIU	0.9762	NO		35.87	30.63	39.76
LOC113266955	LOC113266955	Not DIU	0.33882	NO		22.14	18.07	35.98
LOC113267063	LOC113267063	DIU	1.1808E-5	YES	1,2	259.76	263.42	256.34
LOC113267224	LOC113267224	DIU	1.2418E-4	NO		177.86	173.41	230.17
LOC113267246	LOC113267246	Not DIU	0.32613	YES	3	54.88	71.74	96.75
LOC113267330	LOC113267330	DIU	0.012649	YES	2,3	58.93	49.85	36.99
LOC113267373	LOC113267373	Not DIU	0.27699	NO		24.87	17.2	50.22
LOC113267526_LRCH4	LOC113267526_LRCH4	DIU	0.021797	NO		90.95	103.27	145.04
LOC113267534	LOC113267534	Not DIU	0.71305	NO		23.15	20.33	35.21
LOC113267549	LOC113267549	DIU	1.9583E-4	NO		2718.21	1734.86	1283.56
LOC113267567	LOC113267567	Not DIU	0.094421	YES	3	39.18	44.0	55.24
LOC113267593	LOC113267593	Not DIU	0.28439	NO		76.38	97.83	97.97
LOC113267642	LOC113267642	Not DIU	0.95483	NO		33227.88	26233.69	3802.86
LOC113267664	LOC113267664	Not DIU	0.47185	NO		35.12	32.57	26.8
LOC113267676	LOC113267676	Not DIU	0.29823	YES	1,2	54.63	51.56	61.88
LOC113267689	LOC113267689	Not DIU	0.75692	NO		69.23	57.43	45.65
LOC113267704	LOC113267704	Not DIU	0.64576	NO		40.0	56.48	60.18
LOC113267752	LOC113267752	Not DIU	0.8418	NO		278.46	269.37	219.1
LOC113267757	LOC113267757	Not DIU	0.49151	NO		173.0	136.88	135.07
LOC113267761	LOC113267761	Not DIU	0.94868	NO		40.18	38.52	54.33
LOC113267793	LOC113267793	Not DIU	0.35169	YES	3	3561.28	3697.6	3076.42
LOC113267808	LOC113267808	DIU	1.6162E-5	YES	1	433.16	297.3	225.77
LOC113267890	LOC113267890	Not DIU	0.31995	YES	3	3162.07	3488.73	2693.7
LOC113267903_AZGP1	LOC113267903_AZGP1	Not DIU	0.53099	YES	1,3	243.56	217.44	284.1
LOC113267962	LOC113267962	Not DIU	0.52759	NO		8.79	14.96	29.61
LOC113268043	LOC113268043	Not DIU	0.62532	YES	3	263.57	257.49	251.51
LOC113268059	LOC113268059	Not DIU	0.69177	YES	2	275.6	235.0	311.16
LOC113268362	LOC113268362	Not DIU	0.60396	YES	3	78.82	90.1	36.76
LOC113268380	LOC113268380	Not DIU	0.69566	NO		48.76	53.95	53.73
LOC113268490	LOC113268490	Not DIU	0.065351	YES	1,2	53.35	84.25	125.33
LOC113268528	LOC113268528	DIU	0.035304	YES	2,3	850.93	428.6	138.04
LOC113268656	LOC113268656	DIU	0.0034573	YES	3	498.51	526.32	380.54
LOC113268666	LOC113268666	Not DIU	0.35152	NO		22.33	22.74	52.11
LOC113268671	LOC113268671	Not DIU	0.63371	NO		208.58	272.32	51.11
LOC113268691	LOC113268691	Not DIU	0.93375	YES	1,3	22.87	21.92	35.16
LOC113268718	LOC113268718	DIU	1.2356E-4	NO		1543.25	901.98	549.56
LOC113268731	LOC113268731	Not DIU	0.98861	NO		41.84	21.65	10.28
LOC113268827	LOC113268827	DIU	0.0049577	NO		135.52	172.34	188.78
LOC113268864	LOC113268864	DIU	0.037724	YES	1	35.07	35.58	42.72
LOC113268919	LOC113268919	Not DIU	0.21511	NO		61.1	70.48	76.81
LOC113268943	LOC113268943	Not DIU	0.99544	NO		225.69	189.81	162.32
LOC113269004	LOC113269004	DIU	0.0010295	NO		675.93	499.25	521.74
LOC113269108	LOC113269108	Not DIU	0.5028	NO		39.8	36.98	68.06
LOC113269316	LOC113269316	Not DIU	0.72286	NO		44.09	33.33	32.26
LOC113269356	LOC113269356	DIU	0.018716	NO		187.5	221.75	193.74
LOC113269381	LOC113269381	DIU	0.035204	NO		127.97	118.91	185.02
LOC113269409	LOC113269409	DIU	0.0013325	NO		182.1	182.39	96.83
LOC113269632	LOC113269632	Not DIU	0.7502	NO		229.68	228.6	260.56
LOC113269674	LOC113269674	Not DIU	0.067331	NO		75.61	85.42	90.45
LOC113269695	LOC113269695	Not DIU	0.9917	NO		30.65	26.07	32.68
LOC113269823	LOC113269823	Not DIU	0.643	YES	1	192.56	237.85	222.61
LOC113269962	LOC113269962	Not DIU	0.27818	YES	3	43.4	30.62	37.09
LOC113270104	LOC113270104	Not DIU	0.055511	YES	3	11.29	22.15	61.07
LOC113270150	LOC113270150	Not DIU	0.0531	NO		25.02	27.75	32.32
LOC113270174	LOC113270174	Not DIU	0.51545	NO		55.13	39.89	50.61
LOC113270188	LOC113270188	Not DIU	0.83069	YES	1	307.82	300.88	412.83
LOC113270271	LOC113270271	Not DIU	0.96161	NO		68.24	98.53	142.53
LOC113270305	LOC113270305	DIU	0.010346	NO		835.66	369.74	203.15
LOC113270332	LOC113270332	Not DIU	0.41302	YES	1,3	263.19	229.85	361.22
LOC113270362_NUMB	LOC113270362_NUMB	DIU	8.6377E-5	YES	2,3	335.1	346.53	276.32
LOC113270440	LOC113270440	Not DIU	0.36703	YES	2,3	93.91	40.65	16.62
LOC113270441	LOC113270441	Not DIU	0.12971	YES	1	110.2	108.5	91.75
LOC113270466	LOC113270466	Not DIU	0.87471	YES	2	122.94	125.47	138.54
LOC113270472	LOC113270472	Not DIU	0.52978	NO		450.06	492.46	428.44
LOC113270541	LOC113270541	Not DIU	0.20332	YES	1,3	50.86	48.74	10.44
LOC113270560	LOC113270560	Not DIU	0.96725	YES	1,2	37.27	35.98	49.16
LOC113270588	LOC113270588	Not DIU	0.68611	NO		209.06	135.44	158.14
LOC113270622	LOC113270622	DIU	0.003988	YES	2,3	265.04	267.81	276.92
LOC113270627	LOC113270627	Not DIU	0.77309	NO		320.25	230.21	234.28
LOC113270720	LOC113270720	Not DIU	0.70509	NO		131.79	119.53	216.09
LOC113270722	LOC113270722	DIU	0.0085965	YES	3	243.77	221.74	124.17
LOC113270765	LOC113270765	Not DIU	0.53476	NO		33.25	28.92	164.1
LOC113270785	LOC113270785	Not DIU	0.7832	YES	1	160.79	142.29	79.95
LOC113270817	LOC113270817	DIU	7.2037E-5	NO		235.84	255.85	295.4
LOC113270826	LOC113270826	Not DIU	0.55535	YES	1	25.65	29.84	25.79
LOC113270849	LOC113270849	Not DIU	0.6605	NO		49.49	54.6	71.57
LOC113270876	LOC113270876	Not DIU	0.89502	YES	1	422.77	488.26	624.49
LOC113270917	LOC113270917	Not DIU	0.6451	NO		68.96	71.93	62.45
LOC113270928	LOC113270928	Not DIU	0.98552	NO		38.01	40.46	40.45
LOC113270979	LOC113270979	Not DIU	0.55078	YES	1,2	130.57	125.12	80.68
LOC113271041	LOC113271041	DIU	0.0060262	YES	3	201.84	137.01	125.46
LOC113271124	LOC113271124	Not DIU	0.15795	YES	1,3	26.39	32.59	45.57
LOC113271162	LOC113271162	Not DIU	0.55463	NO		67.92	74.68	87.9
LOC113271185	LOC113271185	Not DIU	0.63972	NO		33.54	34.81	25.69
LOC113271230	LOC113271230	Not DIU	0.90809	NO		121.73	83.1	80.76
LOC113271240	LOC113271240	Not DIU	0.58022	NO		293.11	274.93	282.31
LOC113271252	LOC113271252	Not DIU	0.41276	NO		262.55	313.03	280.41
LONP2	LONP2	Not DIU	0.31452	YES	3	932.26	796.39	671.14
LONRF3	LONRF3	Not DIU	0.064061	YES	1	394.0	450.85	574.47
LOXL2	LOXL2	DIU	9.1304E-4	NO		2326.82	1333.85	1170.45
LOXL3	LOXL3	Not DIU	0.05958	YES	1	274.88	173.17	73.61
LOXL4	LOXL4	DIU	0.01032	YES	3	146.05	125.06	204.07
LPAR1	LPAR1	Not DIU	0.12282	YES	2,3	683.17	516.89	271.72
LPCAT2	LPCAT2	Not DIU	0.3556	NO		97.11	142.52	141.13
LPIN1	LPIN1	Not DIU	0.099096	NO		3496.11	2169.73	1342.64
LPIN2	LPIN2	DIU	0.0023092	NO		1082.03	1199.89	1353.88
LPIN3	LPIN3	Not DIU	0.25024	NO		206.33	210.22	193.79
LPL	LPL	Not DIU	0.85417	NO		71899.92	47578.82	13612.98
LPXN	LPXN	Not DIU	0.80394	NO		71.72	60.98	51.6
LRAT	LRAT	Not DIU	0.14588	YES	1,3	29.81	43.14	13.18
LRBA	LRBA	DIU	7.3492E-10	NO		1238.7	1096.36	996.75
